,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUILD_UP_INDEX,fireweather_index,Classes
2620,21.75,63.75,9.41,0.72,90.03,44.26,598.28,10.28,74.70377272791389,3782.864696874834,1
2621,29.8,78.97,9.32,4.28,53.43,19.39,14.84,2.0,9.089397457158652,61.22739768208232,0
2622,22.03,31.2,5.86,1.15,89.53,112.32,586.48,7.36,151.90811179780462,6260.006869147629,1
2623,31.74,43.01,5.94,0.0,88.8,209.88,92.02,4.28,62.63185108314956,1279.113021038131,1
2624,19.03,51.19,17.53,0.0,96.2,105.81,262.49,8.96,105.40142842234093,4950.193085038927,1
2625,23.13,83.78,17.82,0.0,47.51,17.4,35.16,1.81,15.555148741418762,104.48320602035703,0
2626,22.58,15.82,1.23,0.0,89.81,135.91,390.2,10.37,145.29835131340113,8368.903280393275,1
2627,25.87,68.84,15.43,3.07,71.61,6.44,70.53,1.92,10.486279579822234,69.58389172401905,0
2628,18.73,67.06,14.06,0.0,33.62,0.7,54.19,0.81,1.356203074722917,2.6246778552858623,0
2629,21.24,73.11,4.77,0.04,82.64,66.62,510.38,7.07,100.45799595231412,3690.6799504112355,1
2630,29.31,75.76,11.81,0.0,77.03,15.46,153.51,2.43,24.700922148209827,242.1366948743922,0
2631,35.99,61.64,15.37,3.07,34.73,18.38,6.9,2.45,4.799318826868496,35.29143176487402,0
2632,38.91,36.67,5.36,0.31,91.52,55.04,552.67,11.3,88.13640111840294,5054.517267571688,1
2633,22.61,46.05,10.18,1.55,83.33,159.82,233.12,11.09,117.77779379455325,6984.9738310790035,1
2634,30.45,31.95,7.62,1.08,89.27,127.75,342.53,2.71,132.2189966838141,1956.5842838343754,1
2635,36.0,55.0,15.0,0.0,89.1,20.9,43.3,8.0,18.94233385661957,582.7187153094185,1
2636,21.35,89.31,11.17,5.42,57.33,0.7,6.9,1.48,1.1167630057803468,3.8129669092855956,0
2637,18.38,30.83,0.4,0.75,87.28,90.51,399.96,5.87,115.61276389853647,3617.091258934283,1
2638,21.47,57.29,3.19,0.06,92.32,15.06,562.43,7.61,28.23022197040395,887.7857351693782,1
2639,29.88,74.14,20.35,2.08,82.1,36.97,6.9,2.11,5.136531588220489,32.9305080280415,0
2640,26.05,62.63,9.64,0.44,94.06,90.92,334.27,9.84,108.23878910910483,5609.54648217184,1
2641,25.52,54.03,15.14,0.0,65.17,9.61,6.9,0.25,4.28837510105093,3.153067514053172,0
2642,19.0,34.0,5.8,0.0,92.4,117.9,668.0,12.2,163.60882887561672,11326.577568773484,1
2643,15.49,44.63,1.42,0.0,89.04,66.77,650.71,3.29,106.27702263234816,1835.4871710731932,1
2644,24.42,71.15,13.92,3.49,61.43,9.18,175.2,0.53,16.233520060560185,32.17571106337685,0
2645,19.05,76.19,5.45,2.99,61.49,2.0,228.02,1.87,3.914170457471462,21.175089656730044,0
2646,22.1,54.0,7.6,0.0,93.7,102.2,550.3,14.6,139.5896252171755,11238.112858321401,1
2647,27.0,84.0,21.0,1.2,50.0,6.7,17.0,0.5,6.74962962962963,10.772157340368189,0
2648,25.87,74.92,10.6,2.5,65.66,0.7,6.9,1.42,1.1167630057803468,3.6583871697199633,0
2649,31.12,40.08,5.46,0.0,87.92,201.56,348.92,10.89,164.93120517811496,10206.899171625028,1
2650,11.7,74.84,11.59,7.01,74.09,16.8,126.48,1.42,25.223931623931623,145.03893185105804,0
2651,32.41,71.7,16.19,1.86,63.66,16.28,115.99,1.68,24.102587274235752,162.62679125884478,0
2652,14.38,41.55,17.65,2.1,57.4,14.01,109.21,2.32,21.215822789198185,193.18247965776467,0
2653,23.73,68.81,2.94,0.0,89.43,229.79,104.9,10.03,70.96219613615456,3473.64665618892,1
2654,9.64,39.0,6.07,0.0,86.15,40.73,445.08,6.63,66.29344547956225,2118.8852082351445,1
2655,26.63,21.22,2.1,0.12,90.55,180.27,473.13,15.93,184.65183691363436,17060.242848981314,1
2656,21.5,81.54,13.12,0.9,77.6,0.7,304.05,0.69,1.3919882275997382,2.3056442397545407,0
2657,29.58,43.27,11.88,5.25,39.31,0.7,375.59,0.0,1.3935071818519107,0.0,0
2658,21.3,64.09,8.32,0.64,88.28,123.27,860.6,15.48,181.5339342473958,16248.369279802753,1
2659,13.42,45.71,15.29,0.12,93.32,285.6,445.71,1.9,219.52863388260857,2495.8667777431974,1
2660,39.0,87.77,9.49,9.68,53.9,8.15,6.9,0.91,4.123556370302476,10.958267669610555,0
2661,37.01,77.68,10.07,0.0,55.52,7.9,6.9,0.67,4.090806754221389,7.992586518610682,0
2662,21.3,42.0,2.2,0.0,90.9,126.5,686.5,7.0,173.20817751184242,6951.324342144651,1
2663,37.11,61.08,8.76,4.22,72.86,13.65,106.97,1.33,20.697267798291932,107.55854999273974,0
2664,36.72,37.11,0.4,1.07,89.68,147.43,771.64,1.9,199.54637537657374,2229.942447975194,1
2665,16.35,49.39,13.63,0.07,84.99,223.89,734.08,11.17,254.0617344963113,17434.928331090035,1
2666,33.44,55.7,7.55,0.0,91.4,125.99,215.07,14.07,102.2429012631003,7499.117403708033,1
2667,32.06,71.64,20.55,0.16,77.43,1.84,6.9,1.76,2.208,10.138669965011273,0
2668,23.98,29.8,9.02,0.0,89.72,128.04,168.78,5.08,88.40857142857143,2280.5819721144094,1
2669,26.78,23.14,6.58,0.0,85.55,105.86,172.06,14.84,83.41586682237642,6220.335719955819,1
2670,34.59,48.31,14.61,0.0,63.7,32.62,38.44,1.27,20.900288357363117,103.89661047581056,0
2671,29.15,44.17,18.81,3.07,49.45,0.7,85.55,0.84,1.3719358533791521,2.7592013536656625,0
2672,17.64,33.12,11.49,0.09,85.8,196.41,860.6,8.37,250.11441191158795,12825.21185909238,1
2673,19.7,74.74,5.44,0.0,86.12,140.61,581.14,11.37,175.22710812563997,11446.460580854984,1
2674,25.42,46.02,9.97,4.11,55.4,0.7,85.28,1.26,1.3718487877743302,4.138491972017318,0
2675,12.29,20.66,13.04,0.0,95.51,207.95,594.39,3.7,221.85638156093927,4921.267904509217,1
2676,13.67,71.24,11.2,0.0,94.08,164.87,860.6,11.05,222.95711653670134,14783.419528570405,1
2677,28.84,75.1,0.4,0.61,86.07,163.77,407.49,8.17,163.3820833256826,7572.685468334601,1
2678,32.22,63.28,1.27,0.48,95.22,140.79,566.42,11.92,173.66442935773824,11873.928917820102,1
2679,32.21,21.65,13.15,0.27,90.96,172.82,39.83,13.21,29.17445367466305,1602.1144595408166,1
2680,15.32,15.0,2.28,0.0,86.74,39.52,417.18,15.55,63.905397883638905,4758.999394628394,1
2681,28.36,62.1,9.99,0.0,76.68,0.7,167.63,2.48,1.3855354823473842,8.241623750602216,0
2682,15.7,56.26,14.42,3.34,77.97,16.87,119.79,2.5,24.95424690519557,252.1305128915188,0
2683,27.64,73.64,10.68,2.36,82.1,7.13,171.52,1.01,12.917558953233517,46.820060580758906,0
2684,29.35,57.38,2.3,0.0,86.27,161.92,764.65,13.14,211.7442011201847,16540.691131856576,1
2685,20.48,43.53,5.89,0.38,90.27,46.43,654.42,9.93,78.87064964730466,3895.868222304266,1
2686,20.29,91.86,2.87,0.0,92.62,73.86,423.24,3.9,102.84922074717466,2093.2058859966,1
2687,11.03,36.5,7.16,0.27,89.62,94.57,548.25,7.81,132.15153407461688,5635.320908348505,1
2688,17.63,48.41,16.36,8.05,55.79,2.32,83.04,1.78,4.3370733903647,22.751097100326906,0
2689,24.54,29.36,5.65,0.27,89.32,171.43,68.52,17.89,47.26011567205463,3834.44255633338,1
2690,33.35,70.68,21.94,0.0,33.5,0.7,99.47,0.0,1.3757952973720606,0.0,0
2691,11.85,41.63,0.4,0.0,87.4,234.05,852.16,2.63,277.5344458475529,4556.451703099398,1
2692,26.93,70.15,12.09,0.0,89.47,121.37,229.0,16.45,104.40430107526882,8986.83742022182,1
2693,17.04,30.56,9.53,0.97,96.01,99.77,826.19,4.44,153.2685511079708,3816.3736275725373,1
2694,21.9,35.36,0.4,0.1,95.39,161.4,7.9,3.98,6.198638794360719,77.54563219259242,1
2695,11.89,59.85,2.34,0.0,90.54,139.1,718.98,8.8,187.5078379721204,9596.67841281372,1
2696,28.0,87.0,15.0,4.4,41.1,6.5,8.0,0.1,4.288659793814434,1.2613258468553117,0
2697,26.39,80.03,8.29,2.42,82.1,37.12,149.7,0.78,45.829806185567,161.22445417160668,1
2698,42.0,72.83,12.9,0.0,93.62,21.82,612.76,14.93,40.07259954144251,2633.743889925243,1
2699,30.0,65.0,14.0,0.0,78.1,3.2,15.7,1.9,4.239662447257384,23.642311116614824,0
2700,22.19,85.77,11.56,0.0,79.13,31.53,140.23,0.43,40.36841797722034,76.51611199146097,0
2701,24.27,99.33,22.29,4.64,77.18,0.7,259.84,1.46,1.3906341985549906,4.873007990950399,0
2702,39.0,41.1,16.82,3.09,82.1,14.69,6.9,1.96,4.646922636103152,27.17789583769066,0
2703,17.31,64.76,16.84,3.39,69.91,2.64,179.19,1.1,5.092433392539965,16.99371099614776,0
2704,32.0,49.0,11.0,0.0,89.4,9.8,33.1,6.8,11.263194444444446,268.13819028267267,1
2705,28.83,74.68,21.8,0.0,64.41,10.1,127.17,2.39,16.85365437606613,151.65964316168385,0
2706,33.16,63.0,24.36,0.0,52.53,0.7,51.23,1.41,1.3537561343903357,4.5591540370001296,0
2707,22.34,48.04,5.13,7.53,74.17,16.78,6.9,0.96,4.740307062436029,13.627982201324821,0
2708,14.97,37.22,2.41,0.35,90.47,69.24,163.68,6.13,67.3033030464992,1994.367351498601,1
2709,14.6,26.0,9.4,0.0,91.2,48.3,97.8,12.5,43.22800274536719,2411.4728603568365,1
2710,34.55,62.47,20.92,5.09,59.79,17.59,111.07,2.32,25.201990389886806,236.7217070557732,0
2711,19.3,39.0,3.6,0.0,91.1,141.1,629.1,7.1,180.81379029383308,7417.530594057341,1
2712,17.9,45.0,3.1,0.0,84.4,73.4,671.9,3.2,115.30853401917234,1965.7146797126418,1
2713,27.16,28.51,0.4,0.0,90.35,93.88,615.88,10.36,135.95150226903996,7729.674569085369,1
2714,32.48,76.11,10.5,1.15,69.38,18.9,65.27,0.05,21.926821898329187,4.32861821824614,0
2715,25.09,75.2,11.19,3.69,66.74,17.43,165.57,1.27,27.596979129312203,144.24350106234138,0
2716,29.36,59.22,16.45,0.0,82.1,11.88,223.62,0.53,20.974306016106112,43.539751397947256,1
2717,16.55,45.45,6.07,0.2,91.23,106.79,432.99,16.5,132.11804047345225,11902.045585795213,1
2718,23.28,41.38,10.69,1.16,94.65,19.3,317.93,8.91,33.51384018788574,1272.7955793262756,1
2719,23.9,41.0,2.2,0.0,94.2,117.2,581.1,11.0,155.82866948861687,9641.693929873312,1
2720,33.46,65.23,10.13,0.0,50.42,22.3,6.9,0.93,4.912051077414206,13.768582888571142,0
2721,10.1,75.0,3.6,0.0,92.1,99.0,745.3,9.6,148.63960515713134,7958.237863083206,1
2722,13.78,60.47,16.77,5.43,73.45,11.0,38.99,1.28,12.900887351481424,59.24592334029815,0
2723,23.66,53.3,12.29,0.33,84.86,169.65,785.79,7.42,220.3613865436828,9790.67857944263,1
2724,36.56,48.43,12.26,0.42,84.31,13.27,185.91,17.54,22.521173973571898,1567.1859879329256,1
2725,18.97,73.37,19.95,3.63,57.81,5.7,171.16,1.15,10.523833665929562,41.854106193560995,0
2726,27.83,70.04,12.83,2.79,65.92,30.12,145.7,0.74,39.71478733031674,129.16568716377105,0
2727,18.17,60.56,11.49,0.0,51.23,2.26,203.73,2.77,4.398030375394019,35.99295763190539,1
2728,33.73,74.7,12.45,4.34,73.72,11.81,6.9,0.72,4.4743445435827045,9.54750432112062,0
2729,21.34,49.74,9.71,0.0,56.35,1.41,6.9,1.86,1.8664748201438848,8.78685484004635,0
2730,32.16,55.92,1.55,0.0,94.74,85.36,824.64,8.04,135.6234256868714,5981.620063872888,1
2731,31.0,75.0,13.0,0.1,75.1,7.9,27.7,1.5,9.223603793466808,46.722004070594124,0
2732,24.46,79.31,8.4,1.88,67.75,2.35,28.29,0.5,3.8917898434069955,5.623592487191371,0
2733,23.78,51.1,21.52,1.5,55.88,15.88,288.58,0.64,27.91915681735104,73.69245349810353,0
2734,24.45,98.37,18.75,5.05,60.0,10.28,307.38,1.62,18.97361834994596,118.23063261289462,0
2735,31.69,15.0,7.41,0.34,90.03,80.16,747.53,7.68,126.42706697751942,5259.272510842761,1
2736,22.14,38.63,2.58,0.0,86.61,102.07,195.46,16.49,88.54439712849646,7416.340668794093,1
2737,18.81,31.99,2.41,0.0,90.29,120.11,102.45,7.87,61.110035383946865,2284.699860244916,1
2738,13.93,61.9,10.54,0.61,88.58,106.94,183.15,1.9,86.95254605993343,836.4151129576506,1
2739,26.04,30.24,7.91,0.26,92.22,170.66,457.7,10.83,176.6519635890767,11007.562611339952,1
2740,39.14,44.39,7.21,0.05,91.76,152.34,383.12,12.22,152.792651020328,10465.133730008125,1
2741,31.34,54.45,6.06,0.0,90.67,247.13,824.63,3.41,282.5610669310308,6034.311840268299,1
2742,14.12,35.6,0.4,0.54,93.16,163.11,842.46,15.57,219.8205147032358,20485.07709006538,1
2743,24.1,29.0,4.5,0.0,92.5,121.1,674.4,8.6,167.15926930358694,8189.243764372201,1
2744,28.31,64.0,2.23,0.0,87.81,260.45,790.66,7.53,285.656178972593,13497.506742328822,1
2745,25.51,45.84,8.36,0.6,89.56,60.27,224.68,4.34,72.15283451665756,1532.8688428097332,1
2746,25.7,52.15,6.04,0.77,90.84,110.68,651.9,6.04,155.40015507215165,5276.984773036865,1
2747,22.24,69.09,20.38,0.0,75.82,8.7,154.85,1.12,15.257021517553794,63.19237829593517,0
2748,27.6,30.0,1.3,0.0,93.3,141.2,713.9,13.9,188.96368919298902,15297.421137581285,1
2749,24.3,33.0,3.6,0.0,91.6,181.3,613.0,7.6,208.46311840562723,9392.160706775747,1
2750,33.0,53.83,7.7,0.0,88.53,25.86,675.71,11.1,47.20368631476579,2375.7589003134735,1
2751,21.18,60.33,2.47,1.04,91.68,73.33,7.9,18.16,6.058904431951889,344.42980942557995,1
2752,21.56,15.0,11.46,0.0,88.5,93.34,860.6,12.02,146.85937017231137,9823.649031492409,1
2753,39.0,54.93,9.87,2.63,82.1,18.4,53.23,0.84,19.740642950720545,64.24090981560914,0
2754,17.02,25.57,7.46,1.08,93.42,3.0,860.6,13.56,5.948162654072112,251.64449658202466,1
2755,22.04,29.38,7.43,0.36,95.67,71.14,407.36,12.65,99.03996992532596,6493.654853182735,1
2756,26.55,50.54,15.65,1.75,60.41,0.7,16.71,0.41,1.2672806067172262,1.2263302008543258,0
2757,27.41,77.91,11.27,1.43,73.05,0.7,95.78,1.05,1.3748795242489487,3.4577392791587513,0
2758,20.42,42.28,11.64,0.34,93.42,149.88,677.33,11.87,192.99491535412488,13392.948583103034,1
2759,26.19,85.39,14.52,3.66,51.55,0.7,41.77,1.31,1.3437040441176469,4.198705898754254,0
2760,36.0,53.0,19.0,0.0,89.2,17.1,98.6,10.0,23.85652635302441,956.3614335445094,1
2761,11.3,60.0,5.4,0.0,90.0,41.5,682.6,8.7,72.04908755643162,3067.586543935079,1
2762,15.69,46.4,9.54,0.81,91.31,147.08,195.06,10.31,101.95971568697136,5477.126542057377,1
2763,13.9,40.0,5.4,0.0,84.0,9.3,34.0,2.1,11.046288209606988,80.92815747043488,1
2764,5.3,70.0,4.5,0.0,84.9,18.2,55.0,3.0,19.920398009950247,231.90006396774228,1
2765,34.0,42.0,17.0,0.1,88.3,23.6,52.5,19.0,22.224215246636774,1671.2428712271758,1
2766,27.14,34.82,17.87,0.0,44.36,7.16,21.8,1.91,7.863375314861461,49.27948748942363,0
2767,29.12,88.42,17.82,2.57,66.78,7.86,63.36,1.41,11.998785688471267,59.91056365502849,0
2768,22.22,42.84,0.4,0.92,91.5,107.18,358.75,8.63,122.70887186851765,5705.206787792205,1
2769,26.81,67.33,14.73,3.31,82.1,33.12,9.84,1.15,7.035854922279793,26.02092693071061,0
2770,27.26,40.3,8.06,0.0,89.09,128.19,243.54,11.88,110.704121698891,6954.969175081276,1
2771,18.51,62.74,10.82,0.0,90.07,5.89,593.84,9.54,11.494967998488246,385.3371493171902,1
2772,33.48,69.98,13.66,2.4,62.62,0.7,93.85,1.67,1.3743723849372382,5.497057433616058,0
2773,32.82,69.36,13.26,0.0,50.81,20.29,171.25,2.51,31.306791305327177,330.8486934370436,0
2774,12.14,49.42,5.25,0.02,89.09,41.13,263.12,15.47,59.14618644878329,4321.14359401287,1
2775,20.27,63.75,9.42,0.3,83.11,178.93,584.51,5.26,202.7191833965702,6289.45872914275,1
2776,8.07,82.2,16.37,0.0,82.1,4.44,27.28,0.85,6.311787389265243,16.91870361706024,0
2777,37.84,38.8,10.81,0.0,91.83,142.44,297.29,7.18,129.61933179265063,5063.760553621974,1
2778,33.11,71.59,14.42,0.0,51.04,0.7,84.16,0.93,1.3714817832615522,3.053636571749013,0
2779,28.33,42.43,4.61,0.78,91.22,126.88,517.04,7.63,157.2737706175681,6761.104727910799,1
2780,22.7,54.83,8.04,0.26,90.64,96.46,739.16,9.41,145.46291193602025,7604.30852394704,1
2781,19.6,41.0,5.8,0.0,91.4,142.4,601.4,10.6,178.8998537706288,10935.816097125473,1
2782,26.19,71.24,16.0,6.73,66.85,0.7,164.34,2.22,1.385248961406466,7.37578159402865,0
2783,15.1,27.0,5.4,0.0,91.7,35.8,80.8,7.8,33.971109806224305,1132.2004418562751,1
2784,24.06,70.06,10.28,2.67,64.38,1.05,66.25,1.5,2.019963702359347,7.779067294618851,0
2785,37.0,40.0,13.0,0.0,91.9,22.3,55.5,10.8,22.249887640449437,951.2651801670032,1
2786,27.23,70.83,10.25,3.78,67.0,5.81,6.9,0.76,3.742263710618436,8.161529826276553,0
2787,24.34,52.97,12.5,0.19,96.2,241.32,279.35,13.69,152.75078910100268,11720.24102918763,1
2788,5.95,44.57,7.83,0.97,88.53,99.54,319.79,4.24,111.95799310635904,2515.467578405959,1
2789,32.65,40.98,16.83,1.48,65.31,26.95,6.9,0.05,5.007202961965668,0.757203195176986,0
2790,12.89,56.74,5.68,0.0,88.74,161.74,7.9,3.25,6.198889023650699,63.32545593424254,1
2791,29.0,68.0,19.0,1.0,59.9,2.5,8.6,1.1,2.8956228956228958,8.72678307799838,0
2792,28.35,61.63,15.0,5.28,50.63,29.5,50.66,2.49,24.024917611124508,240.1194900283071,0
2793,23.16,56.97,8.48,0.0,70.41,0.7,146.58,1.04,1.3834827748938177,3.450121077831876,0
2794,32.32,70.44,16.36,4.42,55.72,16.79,211.36,1.51,28.01613989381649,174.58132743690578,0
2795,31.69,25.78,7.75,0.31,91.54,101.01,580.95,9.87,140.81228471159903,7675.888199651303,1
2796,13.26,68.26,5.02,0.0,95.47,3.0,742.35,15.2,5.939987997599521,281.6218012026462,1
2797,20.66,29.91,11.52,3.38,65.55,9.1,6.9,0.74,4.2354131534569985,9.19716437764608,0
2798,26.37,70.07,16.06,3.18,46.29,0.7,6.9,0.94,1.1167630057803468,2.421749253194905,0
2799,29.86,76.05,5.27,0.0,95.33,28.1,447.73,6.66,48.57798756708754,1474.574265482784,1
2800,35.0,68.0,16.0,0.0,85.3,10.0,17.0,4.9,8.095238095238095,130.83600867307723,1
2801,31.0,64.0,18.0,0.0,86.8,17.8,71.8,6.7,21.97833190025796,581.643709894994,1
2802,35.83,51.71,22.11,0.26,68.56,0.7,57.03,0.57,1.3583191561755699,1.8503979895489657,0
2803,21.11,40.04,8.72,0.0,92.18,172.33,268.04,6.38,132.1895736658725,4605.065893578319,1
2804,22.75,61.62,7.17,0.6,85.28,167.09,191.42,10.3,105.01397138612316,5665.826590115851,1
2805,38.28,56.6,7.63,3.26,82.1,18.96,6.9,1.66,4.818563535911602,24.024974849323005,0
2806,13.92,37.27,0.4,0.0,94.29,100.43,7.9,11.39,6.127209190076263,218.90511157463055,1
2807,27.19,63.7,15.01,5.99,74.78,15.99,9.13,0.63,5.9459810609917545,11.686386067709302,0
2808,34.36,48.01,20.24,0.0,90.63,91.91,241.79,1.9,94.25177398661903,919.9139532436564,1
2809,13.26,49.05,7.13,0.23,90.91,216.19,324.07,11.19,162.07529579142786,10274.031639525987,1
2810,36.13,43.35,14.02,1.18,55.17,2.06,49.14,2.9,3.729172960029471,31.014119108127286,0
2811,34.0,45.0,18.0,0.0,90.5,18.7,46.4,11.3,18.62973698336017,807.0796067243814,1
2812,29.76,32.72,7.14,0.0,87.81,57.64,350.74,7.04,81.70986015681835,2879.776075958413,1
2813,37.14,84.52,24.06,1.49,76.65,1.75,72.32,2.41,3.300345524480084,22.312608852031584,0
2814,9.95,16.21,10.57,0.72,90.78,206.43,725.66,8.44,241.27208108010163,12394.49081862005,1
2815,19.69,67.16,15.28,0.0,57.21,7.58,6.9,0.83,4.046576402321083,9.775012700929997,0
2816,10.1,69.5,10.08,0.0,90.34,136.35,244.61,8.63,113.93143633056354,5226.629284730459,1
2817,30.16,66.88,19.88,0.0,82.1,0.7,6.9,0.0,1.1167630057803468,0.0,1
2818,25.72,76.2,13.02,0.86,61.97,25.38,6.9,1.76,4.97859275053305,26.47386604448094,0
2819,35.43,44.04,0.5,0.0,90.77,123.68,748.06,2.15,175.01855891644442,2161.417581237707,1
2820,36.24,18.54,1.13,0.63,92.33,148.53,599.19,11.25,183.40301942782958,11952.063800789912,1
2821,17.05,83.48,2.27,0.29,82.1,0.7,6.9,0.75,1.1167630057803468,1.9322467445704032,0
2822,27.7,63.37,12.3,3.91,59.3,0.7,104.5,1.06,1.376941176470588,3.496849965357791,0
2823,19.39,37.89,5.1,0.67,94.23,6.44,860.6,5.86,12.643467548762407,264.8578948882066,1
2824,20.52,50.93,16.12,0.0,72.03,0.7,270.49,2.01,1.3910005877167202,6.710816778328472,0
2825,32.7,60.67,15.31,0.0,70.77,21.11,155.26,1.41,31.50949215276276,187.27660079080613,0
2826,39.0,69.18,10.05,0.0,59.48,19.49,75.24,1.0,23.658735933529623,94.70083902065082,0
2827,22.67,15.0,7.38,0.11,89.25,116.17,347.05,11.18,126.48903407976785,7660.506404746469,1
2828,27.01,72.32,10.19,2.39,66.68,10.13,6.9,0.09,4.338060512024827,1.1506454469751528,0
2829,32.38,63.79,10.36,2.5,59.2,22.79,84.76,1.93,27.257634317564467,216.02632140915907,0
2830,26.7,93.1,11.33,0.19,65.58,21.53,139.49,0.28,31.07073636293097,36.57913922944153,0
2831,37.76,22.7,8.2,0.0,84.78,174.44,749.81,5.03,220.5847937870496,6645.021216768755,1
2832,28.98,65.01,17.69,0.0,57.73,0.7,167.16,0.44,1.3854952341483626,1.4621734268374256,0
2833,23.9,38.0,6.7,0.0,94.8,222.4,698.6,13.9,247.67836760720547,21054.071537150747,1
2834,28.37,81.05,17.14,7.27,60.63,22.97,6.9,1.89,4.927881849980568,28.087799521701385,0
2835,34.48,52.75,7.46,0.0,91.41,97.39,348.46,6.96,114.66299306511695,4247.188372624105,1
2836,27.87,40.89,8.76,0.7,89.35,178.72,7.9,2.8,6.210195733450627,54.67480711318725,1
2837,29.44,82.63,13.0,1.47,65.58,11.77,6.9,2.16,4.471465932553339,28.62076101846196,0
2838,24.02,63.34,14.77,2.76,59.15,8.19,173.36,2.36,14.649762942709005,126.92173596956442,0
2839,11.45,51.5,11.65,0.0,87.66,139.17,806.84,6.4,194.47753057981492,7286.665905121823,1
2840,11.52,32.73,0.74,0.0,83.83,108.78,858.48,2.93,165.22111833550065,2751.9082287180977,1
2841,23.94,51.61,10.84,0.25,85.38,108.04,515.28,12.9,141.76793704958112,10112.739689089125,1
2842,18.7,53.0,1.8,0.0,91.6,104.2,474.9,9.0,134.57867827032908,6634.996536779458,1
2843,18.15,23.54,0.4,1.01,89.43,157.5,860.6,1.9,216.1191055128154,2450.171485469168,1
2844,34.49,48.54,21.86,0.0,76.87,18.08,6.9,1.14,4.7889443378119,16.379423611942684,0
2845,27.96,71.73,17.47,2.13,74.51,0.7,227.25,1.21,1.3893013100436677,4.03401970439282,0
2846,38.88,23.7,0.4,0.67,93.1,196.62,561.17,6.73,209.62315791473517,8371.667638369945,1
2847,25.76,54.94,2.02,0.07,89.25,75.02,508.15,7.09,109.59152795745293,4101.535399132093,1
2848,17.76,41.64,6.25,0.0,85.01,7.45,317.06,6.98,14.073294904449115,358.0123267248629,1
2849,19.15,36.19,0.4,0.41,88.27,46.09,233.26,4.5,61.70109703430564,1321.3009791167492,1
2850,22.87,66.71,13.63,0.0,75.84,0.7,6.9,0.21,1.1167630057803468,0.5410290884797129,0
2851,25.15,61.68,13.29,2.08,44.86,4.17,6.9,1.11,3.3215584415584423,10.354781994917875,0
2852,23.2,74.97,8.45,2.28,62.55,9.2,135.52,1.63,15.730305324249306,95.34461627575678,0
2853,40.72,33.46,6.7,0.18,87.6,150.45,860.6,5.72,209.38732539570236,7105.8468296984365,1
2854,26.51,65.96,9.35,5.02,50.35,7.0,6.9,1.36,3.959016393442624,15.60856802984872,0
2855,27.05,63.86,14.62,0.27,90.89,15.92,62.81,9.69,19.49001461845824,729.9708851565226,1
2856,32.7,58.59,8.05,1.49,82.1,34.55,140.94,0.78,42.84342872225766,148.89687522323229,1
2857,39.0,44.09,14.29,0.0,57.9,0.7,6.9,0.09,1.1167630057803468,0.23186960934844836,0
2858,18.13,71.12,11.57,0.36,88.63,80.68,52.03,12.56,33.08856185709219,1767.3529703997413,1
2859,21.38,50.67,17.57,1.26,55.42,18.35,6.9,2.06,4.7982946470866885,29.666136909846724,0
2860,28.34,65.28,4.08,0.29,90.44,39.11,456.33,2.14,64.41763312007652,661.1378390248173,1
2861,33.32,45.17,4.48,0.22,94.93,124.58,324.17,8.8,127.07308958182563,6062.617243447169,1
2862,18.46,59.77,15.13,2.48,61.8,9.02,90.31,1.08,14.43551656920078,57.081414834094296,0
2863,35.24,73.34,4.69,2.83,58.53,0.7,6.9,0.14,1.1167630057803468,0.36068605898647527,0
2864,26.58,15.0,7.47,0.52,93.02,30.22,7.9,8.08,5.721701617735172,143.23165599585894,1
2865,8.3,97.0,4.0,0.2,91.7,33.3,77.5,9.0,32.10886469673406,1222.2707750526408,1
2866,19.98,44.55,10.59,0.89,94.02,35.34,195.93,8.66,48.713706205149855,1923.7146192496102,1
2867,26.62,96.02,9.55,0.0,80.7,9.81,50.48,2.2,13.2046876874875,104.66563811373035,0
2868,19.76,43.33,7.17,0.15,88.78,63.25,860.6,12.51,106.86485557927803,7024.90787777106,1
2869,34.7,85.54,12.77,3.17,42.48,20.11,210.39,1.92,32.46268505553104,264.14635839275024,0
2870,38.19,70.5,14.29,1.88,44.04,5.99,80.51,0.84,10.101165628109127,29.1275557709333,0
2871,15.35,66.53,4.89,0.36,91.24,69.29,509.63,9.6,103.42536175322728,5186.596571416463,1
2872,27.44,55.96,15.85,0.0,67.91,0.7,59.34,0.42,1.3598952365362578,1.365318906472219,0
2873,19.88,69.16,11.94,0.0,69.28,24.4,6.9,1.43,4.959057437407952,21.41041619904336,0
2874,11.47,71.62,3.4,0.29,88.3,79.93,335.93,7.91,100.23568571455237,4118.391823945557,1
2875,37.27,43.76,7.02,0.63,88.93,103.51,504.64,12.17,136.84637163272927,9150.725885359494,1
2876,33.58,77.4,9.99,0.0,82.1,24.8,47.35,0.0,21.4774577046182,0.0,0
2877,21.26,49.19,2.15,0.53,90.87,77.7,316.92,6.0,96.34635835436353,2981.3533205812205,1
2878,21.07,42.88,11.46,0.3,93.08,15.03,860.07,9.63,28.801702454756615,1150.3355282402702,1
2879,39.0,71.03,14.53,2.09,62.27,28.72,76.19,0.99,29.571954861814987,122.00115862147074,0
2880,30.93,66.51,13.39,3.71,65.38,2.4,210.28,1.16,4.666839282411688,16.16629034098023,0
2881,29.02,79.57,27.08,5.01,71.65,33.31,289.5,0.79,51.7376165247133,188.41938776539692,0
